,id,count
147,418,123.0
148,420,153.87
149,421,195.26
150,422,129.61
151,424,296.86
152,428,318.05
153,429,219.3
154,431,174.52
155,435,14.97
156,439,119.84
157,441,23.96
158,447,89.18
159,449,140.92
160,451,137.75
161,452,26.76
162,454,204.72
163,458,211.86
164,463,123.95
165,467,23.32
166,470,233.73
167,471,158.9
168,474,289.33
169,478,24.93
170,483,117.75
171,484,135.03
172,485,88.03
173,486,126.91
174,491,98.82
175,494,96.8
176,495,227.48
177,497,203.89
178,499,165.26
179,515,107.77
180,518,209.19
181,521,178.16
182,525,156.48
183,529,246.33
184,532,142.19
185,534,89.46
186,540,95.74
187,544,301.86
188,547,160.14
189,549,48.48
190,563,38.27
191,564,133.36
192,567,117.91
193,572,105.65
194,577,133.32
195,578,266.38
196,585,332.27
197,588,141.41
198,589,120.86
199,590,106.87
200,592,25.31
201,594,238.02
202,596,24.27
203,598,329.41
204,599,141.36
205,605,40.37
206,606,124.3
207,607,244.7
208,608,226.01
209,609,65.06
210,610,287.09
211,611,160.55
212,614,132.89
213,615,210.66
214,616,248.61
215,617,126.46
216,618,238.19
217,624,114.21
218,629,133.88
219,631,90.3
220,633,96.47
221,637,32.68
222,638,104.92
223,643,62.65
224,644,144.19
225,645,41.05
226,646,202.96
227,648,191.08
228,650,34.3
229,651,165.95
230,652,263.76
231,656,117.45
232,657,25.46
233,659,77.1
234,660,201.62
235,662,100.83
236,665,358.12
237,675,323.68
238,681,162.0
239,682,210.85
240,685,19.69
241,686,218.58
242,689,32.58
243,696,135.61
244,703,149.81
245,704,98.78
246,705,143.0
247,714,233.2
248,717,100.72
249,718,24.94
250,720,92.75
251,721,264.33
252,723,230.95
253,726,163.45
254,728,133.25
255,730,170.75
256,731,35.33
257,734,344.98
258,737,84.52
259,738,19.67
260,745,171.67
261,746,35.09
262,749,224.31
263,752,32.95
264,753,158.71
265,758,233.66
266,765,25.96
267,766,231.09
268,768,84.83
269,769,197.01
270,774,129.49
271,775,110.86
272,781,56.14
273,784,319.92
274,794,27.18
275,795,275.39
276,796,85.27
277,802,172.29
278,803,174.3
279,805,38.28
280,806,288.14
281,807,101.89
282,809,16.66
283,810,172.36
284,812,159.58
285,814,112.59
286,818,251.55
287,819,134.48
288,825,69.95
289,836,92.48
290,839,119.65
291,847,264.85
292,848,153.41
293,851,119.64
294,852,133.96
295,853,37.49
296,857,146.66
297,858,44.18
298,859,231.56
299,861,25.05
300,867,106.94
301,870,220.05
302,871,213.39
303,872,217.61
304,874,346.98
305,881,212.6
306,886,129.91
307,890,61.88
308,895,165.45
309,899,91.01
310,900,271.95
311,901,251.61
312,902,247.98
313,903,42.58
314,913,262.83
315,918,210.49
316,923,148.92
317,924,41.73
318,926,31.91
319,927,19.63
320,930,220.88
321,934,34.06
322,937,137.44
323,939,119.65
324,941,93.55
325,942,353.68
326,946,271.55
327,950,100.08
328,953,88.54
329,959,93.66
330,961,27.83
331,962,97.3
332,964,105.75
333,969,185.06
334,971,140.2
335,976,36.52
336,978,243.34
337,980,229.21
338,981,146.56
339,990,350.39
340,993,20.25
341,996,28.54
342,998,310.93
343,999,188.27
344,1006,118.98
345,1008,23.46
346,1013,30.19
347,1015,99.78
348,1016,115.88
349,1022,294.29
350,1026,218.17
351,1028,238.04
352,1031,66.7
353,1034,51.34
354,1037,200.22
355,1040,64.2
356,1042,20.56
357,1046,27.14
358,1048,98.12
359,1049,109.35
360,1050,63.92
361,1051,201.21
362,1052,244.36
363,1055,164.48
364,1060,146.17
365,1064,36.81
366,1066,76.55
367,1071,101.84
368,1073,24.53
369,1089,188.24
370,1091,96.17
371,1092,76.27
372,1093,231.18
373,1096,304.34
374,1097,218.05
375,1098,17.9
376,1099,38.24
377,1102,176.16
378,1107,100.44
379,1109,43.22
380,1111,133.08
381,1112,114.88
382,1114,313.8
383,1116,288.33
384,1117,116.31
385,1118,81.88
386,1122,134.08
387,1124,171.98
388,1127,116.43
389,1133,232.28
390,1134,42.16
391,1135,154.61
392,1139,293.34
393,1143,56.98
394,1150,113.74
395,1151,112.1
396,1153,275.73
397,1155,36.2
398,1162,30.32
399,1163,203.57
400,1166,20.42
401,1171,89.83
402,1172,24.47
403,1173,259.24
404,1174,81.6
405,1177,121.13
406,1178,176.9
407,1184,160.35
408,1185,114.2
409,1186,112.72
410,1187,164.7
411,1188,277.25
412,1191,135.76
413,1207,122.34
414,1213,49.21
415,1215,122.68
416,1223,180.29
417,1227,116.6
418,1236,57.54
419,1237,55.29
420,1238,28.75
421,1241,34.4
422,1248,19.45
423,1250,34.66
424,1251,162.68
425,1253,111.72
426,1255,98.51
427,1257,181.24
428,1261,113.13
429,1262,339.36
430,1265,135.21
431,1273,188.8
432,1277,247.74
433,1278,113.27
434,1280,115.3
435,1284,224.23
436,1285,320.1
437,1288,39.14
438,1295,115.47
439,1297,343.68
440,1299,262.08
441,1304,153.64
442,1308,44.21
443,1310,96.85
444,1311,111.28
445,1314,89.26
446,1315,109.42
447,1318,37.49
448,1320,319.59
449,1321,290.99
450,1322,235.37
451,1330,121.08
452,1333,173.78
453,1334,217.97
454,1341,148.88
455,1344,128.28
456,1351,247.03
457,1354,100.35
458,1356,61.79
459,1363,119.99
460,1365,193.82
461,1369,130.49
462,1373,113.98
463,1375,112.61
464,1377,91.97
465,1379,141.27
466,1380,270.19
467,1381,96.78
468,1384,180.15
469,1390,180.51
470,1393,236.32
471,1395,58.03
472,1399,321.47
473,1400,87.59
474,1401,158.34
475,1404,176.02
476,1408,24.75
477,1409,27.36
478,1413,220.22
479,1416,276.84
480,1418,100.13
481,1423,101.39
482,1424,34.48
483,1425,25.87
484,1433,235.15
485,1434,143.42
486,1436,324.84
487,1442,232.47
488,1444,91.59
489,1445,127.02
490,1452,217.1
491,1455,173.42
492,1462,69.71
493,1467,77.73
494,1472,47.68
495,1475,158.43
496,1493,105.54
497,1501,225.58
498,1503,288.31
499,1504,226.98
500,1505,16.23
501,1511,219.1
502,1512,58.24
503,1513,97.68
504,1514,42.17
505,1528,238.13
506,1533,242.78
507,1534,29.99
508,1536,153.71
509,1537,81.57
510,1539,222.24
511,1550,206.25
512,1552,213.11
513,1554,197.98
514,1555,341.16
515,1556,94.72
516,1559,31.19
517,1563,235.19
518,1566,149.84
519,1567,173.84
520,1568,34.63
521,1571,226.93
522,1572,18.8
523,1574,57.49
524,1577,26.63
525,1583,81.47
526,1585,33.11
527,1586,189.86
528,1587,202.16
529,1596,150.04
530,1602,39.1
531,1604,87.75
532,1605,36.31
533,1610,306.51
534,1611,92.51
535,1616,38.34
536,1617,98.98
537,1618,24.23
538,1622,42.45
539,1623,34.64
540,1628,309.59
541,1631,16.23
542,1632,181.09
543,1633,242.47
544,1634,310.07
545,1636,215.66
546,1637,101.24
547,1643,145.27
548,1644,104.08
549,1646,99.62
550,1648,216.24
551,1651,41.46
552,1656,20.04
553,1658,145.14
554,1659,19.17
555,1665,156.95
556,1666,143.31
557,1670,42.15
558,1674,167.54
559,1679,197.19
560,1680,206.23
561,1683,328.99
562,1686,28.04
563,1691,97.81
564,1693,41.38
565,1696,41.95
566,1697,99.34
567,1703,98.77
568,1706,35.62
569,1709,165.85
570,1710,89.31
571,1712,201.42
572,1713,124.01
573,1718,332.76
574,1719,175.48
575,1722,272.95
576,1723,136.92
577,1724,284.97
578,1728,62.52
579,1730,32.2
580,1732,27.39
581,1737,36.77
582,1745,85.91
583,1747,23.75
584,1748,24.49
585,1755,97.86
586,1759,25.52
587,1761,263.65
588,1764,227.24
589,1765,147.08
590,1766,87.4
591,1768,95.62
592,1770,34.85
593,1771,149.59
594,1774,100.45
595,1785,129.01
596,1788,182.91
597,1792,24.45
598,1794,226.15
599,1797,119.58
600,1798,13.75
601,1799,250.28
602,1802,104.0
603,1806,43.22
604,1808,84.58
605,1810,239.83
606,1818,130.68
607,1819,346.65
608,1820,284.64
609,1822,220.42
610,1826,216.6
611,1827,177.84
612,1835,20.44
613,1841,114.02
614,1842,129.07
615,1843,28.74
616,1846,47.08
617,1849,99.29
618,1850,213.09
619,1851,159.29
620,1857,58.19
621,1858,174.91
622,1860,97.83
623,1861,249.23
624,1864,115.17
625,1869,308.63
626,1871,65.36
627,1872,27.41
628,1875,23.08
629,1878,220.21
630,1879,242.75
631,1885,88.62
632,1888,116.38
633,1889,28.1
634,1890,97.36
635,1896,128.82
636,1897,182.04
637,1898,115.7
638,1900,99.36
639,1905,42.14
640,1908,114.75
641,1909,104.03
642,1913,66.74
643,1918,108.51
644,1922,305.54
645,1923,130.69
646,1925,260.65
647,1926,127.27
648,1927,294.65
649,1930,192.88
650,1935,75.49
651,1939,119.57
652,1942,98.22
653,1943,299.78
654,1948,250.12
655,1949,253.14
656,1951,107.18
657,1953,118.43
658,1959,127.86
659,1963,19.93
660,1967,139.41
661,1973,241.02
662,1975,35.19
663,1976,83.34
664,1990,116.32
665,1993,116.47
666,1997,164.77
667,1999,125.38
668,2001,291.89
669,2004,86.09
670,2010,104.56
671,2013,135.92
672,2017,294.5
673,2021,88.71
674,2023,147.72
675,2026,141.22
676,2037,36.73
677,2039,164.28
678,2041,25.75
679,2046,27.97
680,2050,25.84
681,2060,221.26
682,2067,103.53
683,2069,159.55
684,2072,246.68
685,2074,135.26
686,2079,124.54
687,2083,31.74
688,2085,152.54
689,2087,17.31
690,2093,141.92
691,2094,29.74
692,2097,40.73
693,2103,95.88
694,2104,54.75
695,2107,209.78
696,2108,18.43
697,2110,88.22
698,2115,190.76
699,2117,29.85
700,2125,301.24
701,2127,247.52
702,2133,16.06
703,2134,349.91
704,2135,116.53
705,2141,237.86
706,2143,43.1
707,2145,86.5
708,2146,38.44
709,2147,272.33
710,2148,62.39
711,2149,67.64
712,2165,117.49
713,2166,159.08
714,2177,160.77
