,id,count
360,1050,59.73
361,1051,192.59
362,1052,269.1
363,1055,174.98
364,1060,145.49
365,1064,25.48
366,1066,64.69
367,1071,104.68
368,1073,18.21
369,1089,192.95
370,1091,111.84
371,1092,80.77
372,1093,225.79
373,1096,286.82
374,1097,210.03
375,1098,17.67
376,1099,39.99
377,1102,183.38
378,1107,89.55
379,1109,33.06
380,1111,126.87
381,1112,112.87
382,1114,298.13
383,1116,281.42
384,1117,121.63
385,1118,68.88
386,1122,127.5
387,1124,173.15
388,1127,110.7
389,1133,230.71
390,1134,39.39
391,1135,158.04
392,1139,278.84
393,1143,59.32
394,1150,104.68
395,1151,113.21
396,1153,282.65
397,1155,25.48
398,1162,25.67
399,1163,206.87
400,1166,21.61
401,1171,87.97
402,1172,18.11
403,1173,257.2
404,1174,78.17
405,1177,118.92
406,1178,192.93
407,1184,177.23
408,1185,115.68
409,1186,108.03
410,1187,188.0
411,1188,283.12
412,1191,147.54
413,1207,123.94
414,1213,40.21
415,1215,134.6
416,1223,178.17
417,1227,115.17
418,1236,61.28
419,1237,60.6
420,1238,18.44
421,1241,25.33
422,1248,18.36
423,1250,30.57
424,1251,154.58
425,1253,103.96
426,1255,101.09
427,1257,185.37
428,1261,107.04
429,1262,311.67
430,1265,130.14
431,1273,185.04
432,1277,265.64
433,1278,117.58
434,1280,103.49
435,1284,250.1
436,1285,303.05
437,1288,33.03
438,1295,113.77
439,1297,315.19
440,1299,258.26
441,1304,161.04
442,1308,40.36
443,1310,99.22
444,1311,118.74
445,1314,93.37
446,1315,108.68
447,1318,37.92
448,1320,303.95
449,1321,281.97
450,1322,234.05
451,1330,123.51
452,1333,168.45
453,1334,220.26
454,1341,139.31
455,1344,109.35
456,1351,230.98
457,1354,102.77
458,1356,61.53
459,1363,115.88
460,1365,230.73
461,1369,124.37
462,1373,105.23
463,1375,113.38
464,1377,87.97
465,1379,138.4
466,1380,273.92
467,1381,101.3
468,1384,190.74
469,1390,181.9
470,1393,221.16
471,1395,59.26
472,1399,306.41
473,1400,95.19
474,1401,156.79
475,1404,175.75
476,1408,18.2
477,1409,27.8
478,1413,238.38
479,1416,278.75
480,1418,105.89
481,1423,91.46
482,1424,25.47
483,1425,18.14
484,1433,231.35
485,1434,147.1
486,1436,309.09
487,1442,260.01
488,1444,87.97
489,1445,132.56
490,1452,210.03
491,1455,169.21
492,1462,62.25
493,1467,65.6
494,1472,41.25
495,1475,178.97
496,1493,117.13
497,1501,220.57
498,1503,284.3
499,1504,244.74
500,1505,18.14
501,1511,216.57
502,1512,59.13
503,1513,112.91
504,1514,33.18
505,1528,224.47
506,1533,249.49
507,1534,25.6
508,1536,163.6
509,1537,85.01
510,1539,241.25
511,1550,242.15
512,1552,209.38
513,1554,230.93
514,1555,306.33
515,1556,98.82
516,1559,30.88
517,1563,235.24
518,1566,145.9
519,1567,195.35
520,1568,25.39
521,1571,219.3
522,1572,18.29
523,1574,59.01
524,1577,18.14
525,1583,95.44
526,1585,25.76
527,1586,220.14
528,1587,203.1
529,1596,144.25
530,1602,30.16
531,1604,73.64
532,1605,38.64
533,1610,292.46
534,1611,99.79
535,1616,31.16
536,1617,100.77
537,1618,18.11
538,1622,41.14
539,1623,39.29
540,1628,295.52
541,1631,18.18
542,1632,193.47
543,1633,254.31
544,1634,293.51
545,1636,220.16
546,1637,105.08
547,1643,152.82
548,1644,106.91
549,1646,95.6
550,1648,207.43
551,1651,39.97
552,1656,17.67
553,1658,149.35
554,1659,17.96
555,1665,174.1
556,1666,139.97
557,1670,33.11
558,1674,166.82
559,1679,202.53
560,1680,226.74
561,1683,312.66
562,1686,25.55
563,1691,100.95
564,1693,38.92
565,1696,33.14
566,1697,102.19
567,1703,88.43
568,1706,25.41
569,1709,158.72
570,1710,87.97
571,1712,183.49
572,1713,125.84
573,1718,312.21
574,1719,190.18
575,1722,281.68
576,1723,128.37
577,1724,286.07
578,1728,59.06
579,1730,32.11
580,1732,27.15
581,1737,37.83
582,1745,87.97
583,1747,18.14
584,1748,18.28
585,1755,112.19
586,1759,18.14
587,1761,273.06
588,1764,221.52
589,1765,140.77
590,1766,87.97
591,1768,89.13
592,1770,25.6
593,1771,158.27
594,1774,98.77
595,1785,129.56
596,1788,200.11
597,1792,18.14
598,1794,238.27
599,1797,121.64
600,1798,15.07
601,1799,252.68
602,1802,104.55
603,1806,40.14
604,1808,87.21
605,1810,240.07
606,1818,122.4
607,1819,317.84
608,1820,288.21
609,1822,231.43
610,1826,223.93
611,1827,181.63
612,1835,18.52
613,1841,115.29
614,1842,120.59
615,1843,18.52
616,1846,40.16
617,1849,107.92
618,1850,198.2
619,1851,180.0
620,1857,59.32
621,1858,187.66
622,1860,99.82
623,1861,266.08
624,1864,105.83
625,1869,292.87
626,1871,59.98
627,1872,29.32
628,1875,18.21
629,1878,227.99
630,1879,261.32
631,1885,87.97
632,1888,106.9
633,1889,25.2
634,1890,99.42
635,1896,106.68
636,1897,164.36
637,1898,119.97
638,1900,89.13
639,1905,32.25
640,1908,106.92
641,1909,107.16
642,1913,60.73
643,1918,105.53
644,1922,300.32
645,1923,126.39
646,1925,270.93
647,1926,108.4
648,1927,282.1
649,1930,222.47
650,1935,65.22
651,1939,116.7
652,1942,100.8
653,1943,287.0
654,1948,242.22
655,1949,264.1
656,1951,104.77
657,1953,114.48
658,1959,126.08
659,1963,18.36
660,1967,141.53
661,1973,265.63
662,1975,25.43
663,1976,87.75
664,1990,114.87
665,1993,117.73
666,1997,162.14
667,1999,125.51
668,2001,282.81
669,2004,87.97
670,2010,104.1
671,2013,131.2
672,2017,292.84
673,2021,98.27
674,2023,141.76
675,2026,148.49
676,2037,29.72
677,2039,179.37
678,2041,18.11
679,2046,26.71
680,2050,18.21
681,2060,220.64
682,2067,105.23
683,2069,146.54
684,2072,275.59
685,2074,132.49
686,2079,120.63
687,2083,25.28
688,2085,181.36
689,2087,18.25
690,2093,139.79
691,2094,25.76
692,2097,31.13
693,2103,100.83
694,2104,59.26
695,2107,185.3
696,2108,21.38
697,2110,74.95
698,2115,178.95
699,2117,30.65
700,2125,283.75
701,2127,254.32
702,2133,18.14
703,2134,317.2
704,2135,121.09
705,2141,246.88
706,2143,39.1
707,2145,87.97
708,2146,25.76
709,2147,273.69
710,2148,59.26
711,2149,61.6
712,2165,113.38
713,2166,170.11
714,2177,185.73
