id,count
617,126.82
618,236.6
624,116.21
629,133.85
631,90.47
633,93.4
637,26.4
638,103.42
643,76.2
644,131.52
645,33.93
646,207.92
648,183.27
650,39.31
651,198.91
652,263.17
656,103.76
657,19.98
659,64.0
660,198.63
662,101.67
665,385.42
675,328.84
681,164.3
682,207.64
685,19.47
686,216.09
689,26.41
696,140.64
703,142.88
704,97.24
705,102.43
714,232.79
717,102.14
718,15.04
720,91.01
721,254.23
723,233.11
726,191.85
728,141.63
730,194.49
731,26.12
734,343.41
737,68.85
738,18.43
745,164.46
746,27.34
749,233.2
752,27.19
753,183.04
758,252.62
765,15.46
766,229.14
768,85.12
769,184.13
774,132.76
775,108.58
781,56.9
784,334.37
794,19.3
795,269.88
796,85.66
802,145.21
803,215.42
805,33.52
806,292.67
807,101.29
809,15.89
810,164.78
812,197.56
814,116.16
818,248.64
819,129.06
825,72.78
836,113.65
839,120.35
847,261.55
848,179.05
851,119.55
852,135.32
853,34.98
857,143.89
858,44.9
859,223.77
861,24.7
867,103.8
870,208.38
871,217.5
872,229.87
874,365.37
881,205.67
886,137.39
890,60.44
895,164.21
899,91.27
900,266.84
901,253.16
902,255.23
903,39.49
913,264.1
918,194.62
923,112.28
924,36.14
926,24.95
927,18.42
930,224.15
934,32.1
937,122.73
939,135.92
941,98.59
942,372.85
946,281.36
950,98.7
953,81.07
959,103.9
961,28.55
962,94.8
964,77.33
969,186.77
971,149.57
976,40.77
978,251.95
980,246.14
981,147.95
990,369.46
993,18.65
996,19.96
998,320.77
999,182.06
1006,123.74
1008,15.34
1013,33.44
1015,97.84
1016,119.2
1022,302.0
1026,224.51
1028,236.39
1031,54.19
1034,47.77
1037,206.84
1040,65.03
1042,19.21
1046,19.1
1048,98.42
1049,113.29
1050,59.56
1051,207.7
1052,245.75
1055,191.52
1060,163.19
1064,29.29
1066,74.67
1071,98.65
1073,13.14
1089,200.22
1091,90.2
1092,73.7
1093,229.13
1096,314.61
1097,221.39
1098,17.83
1099,40.12
1102,174.48
1107,100.95
1109,41.17
1111,135.37
1112,116.87
1114,309.63
1116,297.34
1117,121.69
1118,64.27
1122,129.63
1124,157.86
1127,117.48
1133,229.43
1134,37.16
1135,120.52
1139,299.32
1143,54.24
1150,116.27
1151,114.52
1153,268.6
1155,27.03
1162,28.42
1163,203.56
1166,22.26
1171,86.57
1172,15.36
1173,265.97
1174,81.68
1177,121.56
1178,148.37
1184,188.83
1185,113.92
1186,114.07
1187,158.2
1188,290.28
1191,135.86
1207,121.2
1213,46.75
1215,127.26
1223,171.36
1227,120.58
1236,59.35
1237,57.81
1238,18.27
1241,30.42
1248,17.0
1250,36.24
1251,160.84
1253,113.66
1255,100.8
1257,166.95
1261,111.51
1262,339.33
1265,130.33
1273,173.95
1277,265.72
1278,110.7
1280,111.37
1284,237.67
1285,332.79
1288,36.79
1295,118.2
1297,361.31
1299,262.63
1304,150.67
1308,42.17
1310,95.46
1311,114.59
1314,97.61
1315,111.94
1318,31.01
1320,324.53
1321,301.83
1322,231.38
1330,112.85
1333,158.61
1334,243.78
1341,141.23
1344,141.2
1351,242.57
1354,100.99
1356,60.04
1363,122.73
1365,207.41
1369,126.03
1373,112.02
1375,114.79
1377,90.1
1379,140.4
1380,281.4
1381,96.66
1384,176.57
1390,195.51
1393,246.09
1395,54.12
1399,330.54
1400,89.88
1401,164.56
1404,170.08
1408,13.98
1409,28.6
1413,235.77
1416,287.03
1418,102.45
1423,99.1
1424,27.56
1425,15.94
1433,268.77
1434,141.84
1436,335.23
1442,256.5
1444,84.58
1445,104.94
1452,219.21
1455,165.61
1462,74.4
1467,73.3
1472,44.92
1475,188.87
1493,110.99
1501,227.61
1503,297.94
1504,211.35
1505,14.18
1511,226.54
1512,54.58
1513,78.19
1514,40.45
1528,242.76
1533,241.21
1534,29.69
1536,155.31
1537,75.72
1539,226.55
1550,224.13
1552,209.66
1554,205.51
1555,367.83
1556,96.23
1559,35.74
1563,252.45
1566,145.22
1567,142.35
1568,29.84
1571,229.84
1572,17.85
1574,53.26
1577,18.18
1583,79.24
1585,29.21
1586,197.07
1587,192.71
1596,147.33
1602,34.68
1604,77.83
1605,34.56
1610,308.55
1611,96.04
1616,35.6
1617,99.86
1618,16.47
1622,44.67
1623,32.89
1628,309.24
1631,16.79
1632,183.37
1633,249.09
1634,313.24
1636,223.52
1637,102.83
1643,129.61
1644,103.02
1646,102.67
1648,206.57
1651,32.57
1656,18.36
1658,144.32
1659,16.6
1665,185.91
1666,143.42
1670,40.53
1674,149.99
1679,203.18
1680,221.17
1683,340.6
1686,27.68
1691,99.9
1693,35.61
1696,41.77
1697,98.53
1703,99.48
1706,28.42
1709,173.43
1710,88.52
1712,199.82
1713,122.86
1718,342.01
1719,168.06
1722,290.43
1723,132.01
1724,282.15
1728,60.28
1730,34.94
1732,28.28
1737,39.16
1745,85.99
1747,13.98
1748,12.3
1755,100.55
1759,17.55
1761,277.83
1764,220.36
1765,146.26
1766,87.45
1768,102.26
1770,29.74
1771,141.01
1774,98.27
1785,128.96
1788,188.93
1792,15.4
1794,228.43
1797,119.87
1798,13.11
1799,267.16
1802,104.76
1806,33.03
1808,85.75
1810,249.91
1818,111.6
1819,377.03
1820,290.51
1822,219.98
1826,220.63
1827,185.89
1835,17.89
1841,116.94
1842,148.16
1843,17.13
1846,45.62
1849,93.39
1850,199.56
1851,195.95
1857,56.08
1858,178.3
1860,96.71
1861,251.37
1864,114.27
1869,326.27
1871,63.16
1872,32.56
1875,16.63
1878,225.57
1879,236.33
1885,93.37
1888,110.81
1889,31.77
1890,94.36
1896,141.26
1897,170.11
1898,103.13
1900,106.36
1905,38.92
1908,116.16
1909,101.67
1913,67.77
1918,110.15
1922,330.2
1923,130.28
1925,257.14
1926,134.12
1927,303.04
1930,209.13
1935,69.78
1939,118.1
1942,94.85
1943,318.9
1948,247.22
1949,259.86
1951,107.61
1953,119.08
1959,128.85
1963,17.27
1967,127.91
1973,271.25
1975,27.98
1976,87.89
1990,116.96
1993,118.95
1997,193.18
1999,127.46
2001,304.17
2004,85.74
2010,102.4
2013,131.24
2017,302.78
2021,117.11
2023,158.24
2026,136.23
2037,34.42
2039,189.8
2041,17.84
2046,31.22
2050,17.93
2060,231.09
2067,100.85
2069,149.45
2072,263.0
2074,134.95
2079,122.07
2083,26.98
2085,188.92
2087,15.52
2093,138.15
2094,28.59
2097,36.35
2103,95.78
2104,49.18
2107,192.94
2108,18.89
2110,99.75
2115,179.27
2117,32.84
2125,317.99
2127,275.71
2133,15.13
2134,381.47
2135,115.34
2141,263.27
2143,34.37
2145,87.68
2146,29.76
2147,276.04
2148,57.3
2149,76.13
2165,121.68
2166,157.39
2177,209.37
