id,count
1822,226.52
1826,223.14
1827,197.5
1835,20.39
1841,119.63
1842,148.57
1843,29.86
1846,44.8
1849,101.82
1850,217.68
1851,199.88
1857,57.84
1858,179.31
1860,95.18
1861,248.69
1864,119.96
1869,318.7
1871,70.77
1872,33.11
1875,24.54
1878,237.0
1879,240.44
1885,91.85
1888,111.64
1889,30.33
1890,93.72
1896,142.32
1897,170.61
1898,112.87
1900,108.56
1905,45.44
1908,116.38
1909,102.59
1913,73.16
1918,106.94
1922,314.06
1923,134.44
1925,263.04
1926,129.92
1927,290.8
1930,192.98
1935,79.81
1939,121.26
1942,94.97
1943,303.32
1948,259.02
1949,258.19
1951,111.24
1953,119.28
1959,128.49
1963,20.8
1967,129.38
1973,248.06
1975,35.35
1976,85.64
1990,120.28
1993,118.06
1997,189.98
1999,129.92
2001,295.8
2004,88.72
2010,100.13
2013,132.49
2017,304.21
2021,110.31
2023,155.9
2026,137.5
2037,39.83
2039,197.96
2041,27.74
2046,30.63
2050,25.8
2060,225.45
2067,103.74
2069,156.54
2072,246.32
2074,138.44
2079,121.24
2083,32.35
2085,191.48
2087,20.09
2093,135.33
2094,30.1
2097,44.06
2103,95.06
2104,51.76
2107,191.1
2108,18.05
2110,94.58
2115,192.12
2117,30.11
2125,304.8
2127,270.22
2133,16.12
2134,367.64
2135,117.62
2141,265.07
2143,37.7
2145,87.32
2146,38.1
2147,275.12
2148,59.82
2149,81.16
2165,124.36
2166,160.22
2177,208.4
