,id,count
313,903,31.67
314,913,256.38
315,918,191.22
316,923,145.45
317,924,39.98
318,926,25.41
319,927,17.99
320,930,243.31
321,934,39.24
322,937,141.77
323,939,111.19
324,941,88.75
325,942,314.67
326,946,275.69
327,950,99.32
328,953,85.96
329,959,91.94
330,961,25.17
331,962,85.72
332,964,100.9
333,969,181.04
334,971,133.02
335,976,31.42
336,978,227.56
337,980,266.3
338,981,134.33
339,990,309.91
340,993,18.5
341,996,18.6
342,998,291.2
343,999,182.11
344,1006,113.54
345,1008,18.46
346,1013,29.98
347,1015,98.86
348,1016,121.3
349,1022,288.11
350,1026,257.31
351,1028,229.06
352,1031,50.69
353,1034,59.33
354,1037,190.26
355,1040,62.31
356,1042,18.6
357,1046,18.72
358,1048,102.89
359,1049,104.77
360,1050,61.29
361,1051,184.13
362,1052,275.04
363,1055,163.01
364,1060,149.24
365,1064,25.63
366,1066,62.87
367,1071,102.12
368,1073,18.3
369,1089,187.71
370,1091,106.75
371,1092,81.58
372,1093,226.81
373,1096,289.6
374,1097,208.09
375,1098,17.8
376,1099,38.18
377,1102,172.8
378,1107,84.48
379,1109,31.46
380,1111,130.9
381,1112,110.7
382,1114,296.02
383,1116,281.41
384,1117,121.46
385,1118,62.95
386,1122,129.14
387,1124,173.79
388,1127,109.64
389,1133,223.52
390,1134,39.46
391,1135,154.17
392,1139,279.04
393,1143,60.38
394,1150,103.08
395,1151,109.75
396,1153,282.38
397,1155,25.51
398,1162,25.56
399,1163,201.86
400,1166,21.2
401,1171,87.84
402,1172,18.39
403,1173,255.95
404,1174,72.65
405,1177,116.4
406,1178,194.79
407,1184,167.89
408,1185,111.76
409,1186,105.9
410,1187,177.84
411,1188,287.68
412,1191,152.39
413,1207,125.96
414,1213,40.41
415,1215,132.87
416,1223,176.7
417,1227,113.22
418,1236,63.25
419,1237,62.94
420,1238,18.72
421,1241,25.21
422,1248,18.61
423,1250,30.02
424,1251,155.71
425,1253,102.09
426,1255,100.24
427,1257,179.51
428,1261,104.15
429,1262,315.15
430,1265,133.09
431,1273,175.9
432,1277,270.03
433,1278,112.37
434,1280,101.16
435,1284,263.45
436,1285,297.06
437,1288,31.58
438,1295,113.01
439,1297,316.62
440,1299,260.71
441,1304,159.44
442,1308,39.74
443,1310,97.78
444,1311,113.43
445,1314,89.41
446,1315,107.42
447,1318,37.47
448,1320,300.43
449,1321,286.67
450,1322,235.01
451,1330,127.45
452,1333,166.91
453,1334,220.08
454,1341,140.43
455,1344,108.64
456,1351,228.06
457,1354,101.42
458,1356,62.31
459,1363,114.27
460,1365,248.45
461,1369,125.41
462,1373,103.63
463,1375,110.14
464,1377,87.84
465,1379,136.0
466,1380,277.94
467,1381,99.74
468,1384,190.6
469,1390,180.53
470,1393,224.08
471,1395,60.64
472,1399,308.87
473,1400,99.81
474,1401,163.44
475,1404,181.46
476,1408,18.49
477,1409,27.22
478,1413,243.57
479,1416,278.93
480,1418,103.4
481,1423,85.23
482,1424,25.38
483,1425,18.28
484,1433,237.32
485,1434,151.25
486,1436,312.19
487,1442,267.41
488,1444,87.84
489,1445,127.62
490,1452,198.74
491,1455,171.64
492,1462,64.35
493,1467,63.31
494,1472,40.73
495,1475,169.49
496,1493,112.03
497,1501,219.14
498,1503,282.34
499,1504,236.7
500,1505,18.28
501,1511,218.25
502,1512,60.09
503,1513,106.22
504,1514,31.67
505,1528,216.77
506,1533,238.88
507,1534,25.56
508,1536,159.5
509,1537,83.42
510,1539,255.31
511,1550,258.89
512,1552,210.48
513,1554,234.4
514,1555,309.85
515,1556,99.09
516,1559,29.22
517,1563,235.69
518,1566,138.07
519,1567,192.64
520,1568,25.43
521,1571,219.58
522,1572,18.61
523,1574,60.06
524,1577,18.59
525,1583,93.69
526,1585,25.63
527,1586,233.57
528,1587,196.26
529,1596,139.94
530,1602,29.03
531,1604,69.97
532,1605,37.36
533,1610,292.48
534,1611,97.85
535,1616,29.69
536,1617,99.23
537,1618,18.39
538,1622,40.79
539,1623,39.36
540,1628,294.42
541,1631,18.46
542,1632,193.25
543,1633,252.65
544,1634,289.66
545,1636,216.95
546,1637,102.46
547,1643,156.78
548,1644,103.83
549,1646,90.9
550,1648,211.5
551,1651,39.43
552,1656,17.8
553,1658,153.29
554,1659,17.87
555,1665,165.54
556,1666,139.83
557,1670,31.67
558,1674,153.97
559,1679,197.11
560,1680,221.27
561,1683,315.13
562,1686,25.31
563,1691,99.24
564,1693,39.18
565,1696,31.42
566,1697,101.18
567,1703,82.4
568,1706,25.38
569,1709,149.72
570,1710,87.84
571,1712,186.29
572,1713,126.17
573,1718,310.69
574,1719,183.21
575,1722,285.57
576,1723,132.37
577,1724,282.69
578,1728,56.6
579,1730,31.22
580,1732,26.72
581,1737,38.69
582,1745,87.84
583,1747,18.39
584,1748,18.42
585,1755,108.49
586,1759,18.59
587,1761,272.81
588,1764,221.66
589,1765,143.27
590,1766,87.56
591,1768,89.05
592,1770,25.63
593,1771,152.95
594,1774,97.17
595,1785,133.62
596,1788,196.15
597,1792,18.39
598,1794,240.39
599,1797,123.5
600,1798,15.33
601,1799,244.88
602,1802,101.97
603,1806,39.28
604,1808,85.1
605,1810,237.59
606,1818,131.18
607,1819,320.72
608,1820,285.36
609,1822,233.7
610,1826,219.22
611,1827,186.19
612,1835,18.61
613,1841,113.17
614,1842,115.69
615,1843,18.72
616,1846,40.33
617,1849,108.11
618,1850,193.39
619,1851,169.65
620,1857,60.42
621,1858,186.15
622,1860,98.26
623,1861,269.23
624,1864,106.76
625,1869,291.43
626,1871,60.91
627,1872,27.91
628,1875,18.5
629,1878,226.47
630,1879,265.45
631,1885,87.84
632,1888,103.47
633,1889,25.36
634,1890,97.68
635,1896,109.34
636,1897,161.13
637,1898,112.17
638,1900,89.05
639,1905,30.31
640,1908,104.93
641,1909,103.84
642,1913,61.52
643,1918,103.26
644,1922,303.19
645,1923,128.16
646,1925,274.98
647,1926,112.32
648,1927,284.65
649,1930,228.14
650,1935,62.42
651,1939,113.29
652,1942,99.04
653,1943,288.24
654,1948,233.25
655,1949,268.13
656,1951,103.75
657,1953,113.1
658,1959,128.2
659,1963,18.6
660,1967,140.86
661,1973,270.44
662,1975,25.31
663,1976,86.16
664,1990,113.01
665,1993,113.51
666,1997,164.23
667,1999,127.16
668,2001,284.92
669,2004,87.84
670,2010,100.82
671,2013,131.71
672,2017,291.39
673,2021,96.14
674,2023,150.91
675,2026,152.17
676,2037,28.65
677,2039,175.09
678,2041,18.47
679,2046,25.94
680,2050,18.47
681,2060,218.95
682,2067,103.22
683,2069,153.48
684,2072,279.67
685,2074,130.49
686,2079,122.49
687,2083,25.24
688,2085,172.55
689,2087,18.37
690,2093,140.4
691,2094,25.56
692,2097,29.39
693,2103,96.92
694,2104,60.38
695,2107,179.06
696,2108,21.61
697,2110,74.46
698,2115,171.74
699,2117,29.86
700,2125,286.93
701,2127,251.03
702,2133,18.35
703,2134,320.02
704,2135,121.96
705,2141,247.72
706,2143,38.86
707,2145,87.84
708,2146,25.63
709,2147,278.34
710,2148,60.73
711,2149,63.84
712,2165,111.71
713,2166,172.08
714,2177,178.29
